"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915377/zac-jancek","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Zac Jancek","QB","6-4","214","FR","Knoxville, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915393/quart'e-sapp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Quart'e Sapp","LB","6-2","220","FR","Alpharetta, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3886598/jauan-jennings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Jauan Jennings","WR","6-3","205","SO","Murfreesboro, TN"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/559726/dillon-bates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Dillon Bates","LB","6-3","220","SO","Ponte Vedra Beach, FL"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4035198/brandon-johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Brandon Johnson","WR","6-2","180","FR","Plantation, FL"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/532069/jason-croom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","Jason Croom","TE","6-5","246","SR","Norcross, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4035173/nigel-warrior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","Nigel Warrior","DB","6-0","186","FR","Duluth, GA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/4035174/jeff-george","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Jeff George","WR","6-6","195","JR","Leavenworth, KS"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/3915396/darrell-taylor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Darrell Taylor","DL","6-4","240","FR","Waverly, VA"
"","","11/1/2016 11:33:21 PM","http://www.espn.com/college-football/team/roster/_/id/2633","http://www.espn.com/college-football/player/_/id/559727/cortez-mcdowell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","Cortez McDowell","LB","6-0","235","JR","Locust Grove, GA"
