"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034952/lamical-perine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","Lamical Perine","RB","5-11","221","FR","Theodore, AL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034953/chauncey-gardner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","Chauncey Gardner","DB","5-11","204","FR","Cocoa, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4057659/mark-thompson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","Mark Thompson","RB","6-2","237","--","Cheltenham, PA"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3915115/jordan-scarlett","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","Jordan Scarlett","RB","5-10","213","SO","Fort Lauderdale, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4062615/brady-walters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","Brady Walters","DB","5-11","176","JR","Clermont, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/546308/marcell-harris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","Marcell Harris","DB","6-1","211","JR","Orlando, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034954/quincy-lenton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","Quincy Lenton","DB","5-11","202","FR","Meridian, MS"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3915107/kylan-johnson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","Kylan Johnson","LB","6-1","231","FR","Dallas, TX"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034955/jeawon-taylor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","Jeawon Taylor","DB","6-0","187","FR","Montgomery, AL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/559555/deandre-goolsby","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","DeAndre Goolsby","TE","6-4","244","JR","Derby, KS"
