"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3122113/finis-stribling-iv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","Finis Stribling IV","DB","5-11","190","SO","Thompsons Station, TN"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/546196/tanner-hull","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","Tanner Hull","LB","6-0","215","SR","Kansas City, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/549901/joey-burkett","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","Joey Burkett","LB","6-2","225","JR","Jefferson City, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4047310/daniel-ellinger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","Daniel Ellinger","WR","6-4","200","FR","Jefferson City, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/549899/eric-beisel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","Eric Beisel","LB","6-3","230","JR","Fenton, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4047311/jerney-jones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","Jerney Jones","DB","5-10","185","FR","Republic, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3924308/franklin-agbasimere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","Franklin Agbasimere","LB","6-2","235","FR","--"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3924332/jacob-trump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","Jacob Trump","LB","6-3","230","SO","Kahoka, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4035109/cale-garrett","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","Cale Garrett","LB","6-3","230","FR","Kearney, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3122118/roderick-winters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Roderick Winters","LB","5-11","225","SO","Arlington, TX"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4035110/markell-utsey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","Markell Utsey","DL","6-4","290","FR","Little Rock, AR"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4035111/darvis-holmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","Darvis Holmes","OL","6-5","340","FR","Hinesville, GA"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3940231/ed-cruz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","Ed Cruz","DL","6-2","230","JR","Park Hills, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/559577/eddie-serrano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","Eddie Serrano","DL","6-3","250","JR","Niles, IL"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/4035112/trystan-castillo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","Trystan Castillo","OL","6-4","320","FR","Webb City, MO"
"","","11/1/2016 11:34:28 PM","http://www.espn.com/college-football/team/roster/_/id/142","http://www.espn.com/college-football/player/_/id/3940238/jordan-harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","Jordan Harold","DL","6-2","265","JR","--"
