"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/549045/alek-torgersen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","Alek Torgersen","QB","6-3","230","SR","Huntington Beach, CA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4034341/tyler-herrick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","Tyler Herrick","QB","6-1","175","FR","Hutto, TX"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/549028/papsi-kabia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","Papsi Kabia","DB","6-1","195","SR","Fairfax, VA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070984/paige-meily","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","Paige Meily","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071266/paige-lombard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","Paige Lombard","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3912745/justin-morrison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","Justin Morrison","DB","5-11","185","SO","Swedesboro, NJ"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070985/kelsey-mendell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","Kelsey Mendell","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3118885/nick-rittenhouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","Nick Rittenhouse","TE","6-3","190","JR","Cocoa, FL"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071283/riann-winget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","Riann Winget","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3122608/will-fischer-colbrie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Will Fischer-Colbrie","QB","6-1","215","JR","Los Altos, CA"
